outer_source,grid_index,parameters,inner_grouped_mae
SRC-0005,4,"{'n_estimators': 400, 'max_depth': None, 'min_samples_leaf': 3, 'min_samples_split': 6, 'max_features': 0.7}",1.193427048528422
SRC-0005,5,"{'n_estimators': 400, 'max_depth': 8, 'min_samples_leaf': 5, 'min_samples_split': 10, 'max_features': 0.7}",1.1960855743683345
SRC-0006,0,"{'n_estimators': 400, 'max_depth': 4, 'min_samples_leaf': 3, 'min_samples_split': 6, 'max_features': 0.7}",1.2376702257344954
SRC-0006,1,"{'n_estimators': 400, 'max_depth': 6, 'min_samples_leaf': 2, 'min_samples_split': 4, 'max_features': 0.7}",1.2349052261329743
SRC-0006,2,"{'n_estimators': 400, 'max_depth': 6, 'min_samples_leaf': 3, 'min_samples_split': 6, 'max_features': 0.5}",1.25609084898761
SRC-0006,3,"{'n_estimators': 400, 'max_depth': 6, 'min_samples_leaf': 3, 'min_samples_split': 6, 'max_features': 1.0}",1.2453285719430145
SRC-0006,4,"{'n_estimators': 400, 'max_depth': None, 'min_samples_leaf': 3, 'min_samples_split': 6, 'max_features': 0.7}",1.2511884279587877
SRC-0006,5,"{'n_estimators': 400, 'max_depth': 8, 'min_samples_leaf': 5, 'min_samples_split': 10, 'max_features': 0.7}",1.2475926528205712
SRC-0007,0,"{'n_estimators': 400, 'max_depth': 4, 'min_samples_leaf': 3, 'min_samples_split': 6, 'max_features': 0.7}",1.2462140617022484
SRC-0007,1,"{'n_estimators': 400, 'max_depth': 6, 'min_samples_leaf': 2, 'min_samples_split': 4, 'max_features': 0.7}",1.2363457321066138
SRC-0007,2,"{'n_estimators': 400, 'max_depth': 6, 'min_samples_leaf': 3, 'min_samples_split': 6, 'max_features': 0.5}",1.2337690639396837
SRC-0007,3,"{'n_estimators': 400, 'max_depth': 6, 'min_samples_leaf': 3, 'min_samples_split': 6, 'max_features': 1.0}",1.2596704871099407
SRC-0007,4,"{'n_estimators': 400, 'max_depth': None, 'min_samples_leaf': 3, 'min_samples_split': 6, 'max_features': 0.7}",1.2427256434981844
SRC-0007,5,"{'n_estimators': 400, 'max_depth': 8, 'min_samples_leaf': 5, 'min_samples_split': 10, 'max_features': 0.7}",1.2543661238891923
SRC-0008,0,"{'n_estimators': 400, 'max_depth': 4, 'min_samples_leaf': 3, 'min_samples_split': 6, 'max_features': 0.7}",1.1421594834582778
SRC-0008,1,"{'n_estimators': 400, 'max_depth': 6, 'min_samples_leaf': 2, 'min_samples_split': 4, 'max_features': 0.7}",1.146511882324987
SRC-0008,2,"{'n_estimators': 400, 'max_depth': 6, 'min_samples_leaf': 3, 'min_samples_split': 6, 'max_features': 0.5}",1.1422705521702075
SRC-0008,3,"{'n_estimators': 400, 'max_depth': 6, 'min_samples_leaf': 3, 'min_samples_split': 6, 'max_features': 1.0}",1.160709220487831
SRC-0008,4,"{'n_estimators': 400, 'max_depth': None, 'min_samples_leaf': 3, 'min_samples_split': 6, 'max_features': 0.7}",1.1543845859858572
SRC-0008,5,"{'n_estimators': 400, 'max_depth': 8, 'min_samples_leaf': 5, 'min_samples_split': 10, 'max_features': 0.7}",1.1291795831506881
SRC-0009,0,"{'n_estimators': 400, 'max_depth': 4, 'min_samples_leaf': 3, 'min_samples_split': 6, 'max_features': 0.7}",1.2264962896817728
SRC-0009,1,"{'n_estimators': 400, 'max_depth': 6, 'min_samples_leaf': 2, 'min_samples_split': 4, 'max_features': 0.7}",1.211767166754756
SRC-0009,2,"{'n_estimators': 400, 'max_depth': 6, 'min_samples_leaf': 3, 'min_samples_split': 6, 'max_features': 0.5}",1.2275834660776472
SRC-0009,3,"{'n_estimators': 400, 'max_depth': 6, 'min_samples_leaf': 3, 'min_samples_split': 6, 'max_features': 1.0}",1.2330499394042258
SRC-0009,4,"{'n_estimators': 400, 'max_depth': None, 'min_samples_leaf': 3, 'min_samples_split': 6, 'max_features': 0.7}",1.2381076564490052
SRC-0009,5,"{'n_estimators': 400, 'max_depth': 8, 'min_samples_leaf': 5, 'min_samples_split': 10, 'max_features': 0.7}",1.2324714038681612
SRC-0010,0,"{'n_estimators': 400, 'max_depth': 4, 'min_samples_leaf': 3, 'min_samples_split': 6, 'max_features': 0.7}",1.1767041703057821
SRC-0010,1,"{'n_estimators': 400, 'max_depth': 6, 'min_samples_leaf': 2, 'min_samples_split': 4, 'max_features': 0.7}",1.1603638193733092
SRC-0010,2,"{'n_estimators': 400, 'max_depth': 6, 'min_samples_leaf': 3, 'min_samples_split': 6, 'max_features': 0.5}",1.171143349645852
SRC-0010,3,"{'n_estimators': 400, 'max_depth': 6, 'min_samples_leaf': 3, 'min_samples_split': 6, 'max_features': 1.0}",1.169945040661539
SRC-0010,4,"{'n_estimators': 400, 'max_depth': None, 'min_samples_leaf': 3, 'min_samples_split': 6, 'max_features': 0.7}",1.1732080657571324
SRC-0010,5,"{'n_estimators': 400, 'max_depth': 8, 'min_samples_leaf': 5, 'min_samples_split': 10, 'max_features': 0.7}",1.171715466332262
SRC-0011,0,"{'n_estimators': 400, 'max_depth': 4, 'min_samples_leaf': 3, 'min_samples_split': 6, 'max_features': 0.7}",1.1920919190703836
SRC-0011,1,"{'n_estimators': 400, 'max_depth': 6, 'min_samples_leaf': 2, 'min_samples_split': 4, 'max_features': 0.7}",1.2003116130060838
SRC-0011,2,"{'n_estimators': 400, 'max_depth': 6, 'min_samples_leaf': 3, 'min_samples_split': 6, 'max_features': 0.5}",1.201065661947437
SRC-0011,3,"{'n_estimators': 400, 'max_depth': 6, 'min_samples_leaf': 3, 'min_samples_split': 6, 'max_features': 1.0}",1.1929930356396543
SRC-0011,4,"{'n_estimators': 400, 'max_depth': None, 'min_samples_leaf': 3, 'min_samples_split': 6, 'max_features': 0.7}",1.1933146406917965
SRC-0011,5,"{'n_estimators': 400, 'max_depth': 8, 'min_samples_leaf': 5, 'min_samples_split': 10, 'max_features': 0.7}",1.198190806927196
SRC-0012,0,"{'n_estimators': 400, 'max_depth': 4, 'min_samples_leaf': 3, 'min_samples_split': 6, 'max_features': 0.7}",1.2873060746606655
SRC-0012,1,"{'n_estimators': 400, 'max_depth': 6, 'min_samples_leaf': 2, 'min_samples_split': 4, 'max_features': 0.7}",1.257910387837035
SRC-0012,2,"{'n_estimators': 400, 'max_depth': 6, 'min_samples_leaf': 3, 'min_samples_split': 6, 'max_features': 0.5}",1.280411844419875
SRC-0012,3,"{'n_estimators': 400, 'max_depth': 6, 'min_samples_leaf': 3, 'min_samples_split': 6, 'max_features': 1.0}",1.2756577670400273
SRC-0012,4,"{'n_estimators': 400, 'max_depth': None, 'min_samples_leaf': 3, 'min_samples_split': 6, 'max_features': 0.7}",1.290362848574693
SRC-0012,5,"{'n_estimators': 400, 'max_depth': 8, 'min_samples_leaf': 5, 'min_samples_split': 10, 'max_features': 0.7}",1.2804636235249836
SRC-0013,0,"{'n_estimators': 400, 'max_depth': 4, 'min_samples_leaf': 3, 'min_samples_split': 6, 'max_features': 0.7}",1.169455963871788
SRC-0013,1,"{'n_estimators': 400, 'max_depth': 6, 'min_samples_leaf': 2, 'min_samples_split': 4, 'max_features': 0.7}",1.1660519536934777
SRC-0013,2,"{'n_estimators': 400, 'max_depth': 6, 'min_samples_leaf': 3, 'min_samples_split': 6, 'max_features': 0.5}",1.1641365118493088
SRC-0013,3,"{'n_estimators': 400, 'max_depth': 6, 'min_samples_leaf': 3, 'min_samples_split': 6, 'max_features': 1.0}",1.1716530843461312
SRC-0013,4,"{'n_estimators': 400, 'max_depth': None, 'min_samples_leaf': 3, 'min_samples_split': 6, 'max_features': 0.7}",1.1685705769855146
SRC-0013,5,"{'n_estimators': 400, 'max_depth': 8, 'min_samples_leaf': 5, 'min_samples_split': 10, 'max_features': 0.7}",1.1549978703216082
SRC-0014,0,"{'n_estimators': 400, 'max_depth': 4, 'min_samples_leaf': 3, 'min_samples_split': 6, 'max_features': 0.7}",1.143038209250592
SRC-0014,1,"{'n_estimators': 400, 'max_depth': 6, 'min_samples_leaf': 2, 'min_samples_split': 4, 'max_features': 0.7}",1.149235821713379
SRC-0014,2,"{'n_estimators': 400, 'max_depth': 6, 'min_samples_leaf': 3, 'min_samples_split': 6, 'max_features': 0.5}",1.1352092885920886
SRC-0014,3,"{'n_estimators': 400, 'max_depth': 6, 'min_samples_leaf': 3, 'min_samples_split': 6, 'max_features': 1.0}",1.1535995517933881
SRC-0014,4,"{'n_estimators': 400, 'max_depth': None, 'min_samples_leaf': 3, 'min_samples_split': 6, 'max_features': 0.7}",1.1443037718235114
SRC-0014,5,"{'n_estimators': 400, 'max_depth': 8, 'min_samples_leaf': 5, 'min_samples_split': 10, 'max_features': 0.7}",1.1329965848959436
SRC-0015,0,"{'n_estimators': 400, 'max_depth': 4, 'min_samples_leaf': 3, 'min_samples_split': 6, 'max_features': 0.7}",1.1975142144987838
SRC-0015,1,"{'n_estimators': 400, 'max_depth': 6, 'min_samples_leaf': 2, 'min_samples_split': 4, 'max_features': 0.7}",1.202936568950483
SRC-0015,2,"{'n_estimators': 400, 'max_depth': 6, 'min_samples_leaf': 3, 'min_samples_split': 6, 'max_features': 0.5}",1.1993482901469161
SRC-0015,3,"{'n_estimators': 400, 'max_depth': 6, 'min_samples_leaf': 3, 'min_samples_split': 6, 'max_features': 1.0}",1.2069204259529496
SRC-0015,4,"{'n_estimators': 400, 'max_depth': None, 'min_samples_leaf': 3, 'min_samples_split': 6, 'max_features': 0.7}",1.1978175516716882
SRC-0015,5,"{'n_estimators': 400, 'max_depth': 8, 'min_samples_leaf': 5, 'min_samples_split': 10, 'max_features': 0.7}",1.1907540959519334
SRC-0016,0,"{'n_estimators': 400, 'max_depth': 4, 'min_samples_leaf': 3, 'min_samples_split': 6, 'max_features': 0.7}",1.2045276962815024
SRC-0016,1,"{'n_estimators': 400, 'max_depth': 6, 'min_samples_leaf': 2, 'min_samples_split': 4, 'max_features': 0.7}",1.2025297046422165
SRC-0016,2,"{'n_estimators': 400, 'max_depth': 6, 'min_samples_leaf': 3, 'min_samples_split': 6, 'max_features': 0.5}",1.2066740742552875
SRC-0016,3,"{'n_estimators': 400, 'max_depth': 6, 'min_samples_leaf': 3, 'min_samples_split': 6, 'max_features': 1.0}",1.2160221769525124
SRC-0016,4,"{'n_estimators': 400, 'max_depth': None, 'min_samples_leaf': 3, 'min_samples_split': 6, 'max_features': 0.7}",1.209543809407218
SRC-0016,5,"{'n_estimators': 400, 'max_depth': 8, 'min_samples_leaf': 5, 'min_samples_split': 10, 'max_features': 0.7}",1.2023412293304183
